trans_id,lang,translation
黒野こども園北口,en,Kurono Kodomoen-kitaguchi(Kurono Kindergarten)
黒野こども園西,ja,黒野こども園西
黒野こども園西,ja-Hrkt,くろのこどもえんにし
黒野こども園西,en,Kurono Kodomoen-nishi(Kurono Kindergarten)
黒野会館前,ja,黒野会館前
黒野会館前,ja-Hrkt,くろのかいかんまえ
黒野会館前,en,Kurono Kaikan-mae
黒野城跡前,ja,黒野城跡前
黒野城跡前,ja-Hrkt,くろのじょうしまえ
黒野城跡前,en,Kuronojoshi-mae(Kurono Castle Ruin)
黒野小学校北口,ja,黒野小学校北口
黒野小学校北口,ja-Hrkt,くろのしょうがっこうきたぐち
黒野小学校北口,en,Kurono Shogakko-kitaguchi(Kurono Elementary School)
黒野小学校南,ja,黒野小学校南
黒野小学校南,ja-Hrkt,くろのしょうがっこうみなみ
黒野小学校南,en,Kurono Shogakko-minami(Kurono Elementary School)
黒野病院前,ja,黒野病院前
黒野病院前,ja-Hrkt,くろのびょういんまえ
黒野病院前,en,Kurono Byoin-mae(Kurono Hospital)
シャトル便　県庁経由県民ふれあい会館前,ja,シャトル便　県庁経由県民ふれあい会館前
シャトル便　県庁経由県民ふれあい会館前,en,Shuttle Gifu Prefectural Office/Gifu Fureai Plaza
シャトル便　県庁経由西岐阜駅南口,ja,シャトル便　県庁経由西岐阜駅南口
シャトル便　県庁経由西岐阜駅南口,en,Shuttle Gifu Prefectural Office/JR Nishigifu Sta.-south entrance
シャトル便　県民ふれあい会館前,ja,シャトル便　県民ふれあい会館前
シャトル便　県民ふれあい会館前,en,Shuttle Gifu Fureai Plaza
シャトル便　西岐阜駅南口,ja,シャトル便　西岐阜駅南口
シャトル便　西岐阜駅南口,en,Shuttle JR Nishigifu Sta.-south entrance
トミダヤ島店経由マーサ南口,ja,トミダヤ島店経由マーサ南口
トミダヤ島店経由マーサ南口,en,Tomidaya Shimaten/MASA-south entrance
バロー岩田店（バロー芥見店には行きません）,ja,バロー岩田店（バロー芥見店には行きません）
バロー岩田店（バロー芥見店には行きません）,en,Valor Iwataten(Don't go to Valor Akutamiten)
バロー岩田店・バロー芥見店,ja,バロー岩田店・バロー芥見店
バロー岩田店・バロー芥見店,en,Valor Iwataten/Valor Akutamiten
バロー芥見店経由ドルフィンスイミングスクール,ja,バロー芥見店経由ドルフィンスイミングスクール
バロー芥見店経由ドルフィンスイミングスクール,en,Valor Akutamiten/Dolphin Swimming School
バロー芥見店経由岐阜信用金庫前,ja,バロー芥見店経由岐阜信用金庫前
バロー芥見店経由岐阜信用金庫前,en,Valor Akutamiten/Gifushinyokinko-mae
バロー長良店経由平和堂,ja,バロー長良店経由平和堂
バロー長良店経由平和堂,en,Valor Nagaraten/HEIWADO
上り　三田洞神仏温泉経由岐北厚生病院,ja,上り　三田洞神仏温泉経由岐北厚生病院
上り　三田洞神仏温泉経由岐北厚生病院,en,Inbound line Mitahora Shimbutsu Onsen/Gihoku Kosei Hospital
上り　岐北厚生病院,ja,上り　岐北厚生病院
上り　岐北厚生病院,en,Inbound line Gihoku Kosei Hospital
上り　岐北厚生病院（神仏温泉には行きません）,ja,上り　岐北厚生病院（神仏温泉には行きません）
上り　岐北厚生病院（神仏温泉には行きません）,en,Inbound line Gihoku Kosei Hospital(Don't go to Mitahora Shimbutsu Onsen)
下り　三田洞神仏温泉経由岐阜ファミリーパーク,ja,下り　三田洞神仏温泉経由岐阜ファミリーパーク
下り　三田洞神仏温泉経由岐阜ファミリーパーク,en,Outbound line Mitahora Shimbutsu Onsen/Gifu Family Park
下り　岐阜ファミリーパーク,ja,下り　岐阜ファミリーパーク
下り　岐阜ファミリーパーク,en,Outbound line Gifu Family Park
下り　岐阜ファミリーパーク（神仏温泉には行きません）,ja,下り　岐阜ファミリーパーク（神仏温泉には行きません）
下り　岐阜ファミリーパーク（神仏温泉には行きません）,en,Outbound line Gifu Family Park(Don't go to Mitahora Shimbutsu Onsen)
八幡神社前・森田整形外科経由バロー芥見店,ja,八幡神社前・森田整形外科経由バロー芥見店
八幡神社前・森田整形外科経由バロー芥見店,en,Hachimanjinja-mae/Morita Seikeigeka/Valor Akutamiten
北回り　バロー芥見店,ja,北回り　バロー芥見店
北回り　バロー芥見店,en,Northward Valor Akutamiten
北東部コミセン経由藍川橋・大野はり灸前,ja,北東部コミセン経由藍川橋・大野はり灸前
北東部コミセン経由藍川橋・大野はり灸前,en,Hokutobu Community Center/Aikawa Bridge/Ono Harikyu-mae
南回り　バロー芥見店,ja,南回り　バロー芥見店
南回り　バロー芥見店,en,Southward Valor Akutamiten
右回り　ＪＲ岐阜駅南口,ja,右回り　ＪＲ岐阜駅南口
右回り　ＪＲ岐阜駅南口,en,Clock Wise JR Gifu Sta.-south entrance
右回り　イオン各務原店,ja,右回り　イオン各務原店
右回り　イオン各務原店,en,Clock Wise AEON Kakamigaharaten
右回り　オーキッドパーク・メガドンキ前・県図書館経由市民病院北口,ja,右回り　オーキッドパーク・メガドンキ前・県図書館経由市民病院北口
右回り　オーキッドパーク・メガドンキ前・県図書館経由市民病院北口,en,Clock Wise Orchidpark/MEGA Don Quijote/Gifu Prefectural Library/Gifu Municipal Hospital
右回り　ハローワーク経由ＪＲ岐阜駅南口,ja,右回り　ハローワーク経由ＪＲ岐阜駅南口
右回り　ハローワーク経由ＪＲ岐阜駅南口,en,Clock Wise HelloWork/JR Gifu Sta.-south entrance
右回り　マーサ南口,ja,右回り　マーサ南口
右回り　マーサ南口,en,Clock Wise
右回り　メガドンキ前・県図書館経由市民病院北口,ja,右回り　メガドンキ前・県図書館経由市民病院北口
右回り　メガドンキ前・県図書館経由市民病院北口,en,Clock Wise MEGA Don Quijote/Gifu Prefectural Library/Gifu Municipal Hospital
右回り　市民病院北口,ja,右回り　市民病院北口
右回り　市民病院北口,en,Clock Wise Gifu Municipal Hospital
右回り　手力公民館・細畑中経由県総合医療センター,ja,右回り　手力公民館・細畑中経由県総合医療センター
右回り　手力公民館・細畑中経由県総合医療センター,en,Clock Wise Tejikara Kominkan/Hosobatanaka/Gifu Prefectural General Medical Center
右回り　斎苑・ハローワーク経由ＪＲ岐阜駅南口,ja,右回り　斎苑・ハローワーク経由ＪＲ岐阜駅南口
右回り　斎苑・ハローワーク経由ＪＲ岐阜駅南口,en,Clock Wise Gifushi Crematorium/HelloWork/JR Gifu Sta.-south entrance
右回り　柳ヶ瀬・斎苑・ハローワーク経由ＪＲ岐阜駅南口,ja,右回り　柳ヶ瀬・斎苑・ハローワーク経由ＪＲ岐阜駅南口
右回り　柳ヶ瀬・斎苑・ハローワーク経由ＪＲ岐阜駅南口,en,Clock Wise Yanagase/Gifushi Crematorium/HelloWork/JR Gifu Sta.-south entrance
右回り　椿洞経由マーサ南口,ja,右回り　椿洞経由マーサ南口
右回り　椿洞経由マーサ南口,en,Clock Wise Tsubakibora/MASA-south entrance
右回り　県図書館経由市民病院北口,ja,右回り　県図書館経由市民病院北口
右回り　県図書館経由市民病院北口,en,Clock Wise Gifu Prefectural Library/Gifu Municipal Hospital
右回り　県総合医療センター,ja,右回り　県総合医療センター
右回り　県総合医療センター,en,Clock Wise Gifu Prefectural General Medical Center
右回り　細畑中経由県総合医療センター,ja,右回り　細畑中経由県総合医療センター
右回り　細畑中経由県総合医療センター,en,Clock Wise Hosobatanaka/Gifu Prefectural General Medical Center
右回り　赤ルート（岩野田）　サンマート経由バロー粟野店,ja,右回り　赤ルート（岩野田）　サンマート経由バロー粟野店
右回り　赤ルート（岩野田）　サンマート経由バロー粟野店,en,Clock Wise/Red route(Iwanoda) Sunmart/Valor Awanoten
右回り　赤ルート（岩野田）　バロー粟野店,ja,右回り　赤ルート（岩野田）　バロー粟野店
右回り　赤ルート（岩野田）　バロー粟野店,en,Clock Wise/Red route(Iwanoda) Valor Awanoten
右回り　赤ルート（岩野田）　三田洞神仏温泉・サンマート経由バロー粟野店,ja,右回り　赤ルート（岩野田）　三田洞神仏温泉・サンマート経由バロー粟野店
右回り　赤ルート（岩野田）　三田洞神仏温泉・サンマート経由バロー粟野店,en,Clock Wise/Red route(Iwanoda) Mitahora Shimbutsu Onsen/Sunmart/Valor Awanoten
右回り　長森駅・高田橋経由イオン各務原店,ja,右回り　長森駅・高田橋経由イオン各務原店
右回り　長森駅・高田橋経由イオン各務原店,en,Clock Wise Nagamori Sta./Takadabashi/AEON Kakamigaharaten
右回り　青ルート（岩野田北）　バロー粟野店,ja,右回り　青ルート（岩野田北）　バロー粟野店
右回り　青ルート（岩野田北）　バロー粟野店,en,Clock Wise/Blue route(Iwanoda-kita) Valor Awanoten
右回り　青ルート（岩野田北）　岐北厚生病院経由バロー粟野店,ja,右回り　青ルート（岩野田北）　岐北厚生病院経由バロー粟野店
右回り　青ルート（岩野田北）　岐北厚生病院経由バロー粟野店,en,Clock Wise/Blue route(Iwanoda-kita) Gihoku Kosei Hospital/Valor Awanoten
右回り　高田橋経由イオン各務原店,ja,右回り　高田橋経由イオン各務原店
右回り　高田橋経由イオン各務原店,en,Clock Wise Takadabashi/AEON Kakamigaharaten
右回り　黒野会館経由黒野病院前,ja,右回り　黒野会館経由黒野病院前
右回り　黒野会館経由黒野病院前,en,Clock Wise Kurono Kaikan/Kurono Hospital
右回り　黒野病院前,ja,右回り　黒野病院前
右回り　黒野病院前,en,Clock Wise Kurono Hospital
岐阜清流病院経由マーサ南口,ja,岐阜清流病院経由マーサ南口
岐阜清流病院経由マーサ南口,en,Gifu Seiryu Hospital/MASA-south entrance
岩田坂北町経由バロー岩田店・バロー芥見店,ja,岩田坂北町経由バロー岩田店・バロー芥見店
岩田坂北町経由バロー岩田店・バロー芥見店,en,Iwatazaka Kitamachi/Valor Iwataten/Valor Akutamiten
左回り　ＪＲ岐阜駅南口,ja,左回り　ＪＲ岐阜駅南口
左回り　ＪＲ岐阜駅南口,en,Counter Clock Wise JR Gifu Sta.-south entrance
左回り　イオン各務原,ja,左回り　イオン各務原
左回り　イオン各務原,en,Counter Clock Wise AEON Kakamigaharaten
左回り　オーキッドパーク経由市民病院北口,ja,左回り　オーキッドパーク経由市民病院北口
左回り　オーキッドパーク経由市民病院北口,en,Counter Clock Wise Orchidpark/Gifu Municipal Hospital
左回り　ハローワーク・斎苑・柳ヶ瀬経由ＪＲ岐阜駅南口,ja,左回り　ハローワーク・斎苑・柳ヶ瀬経由ＪＲ岐阜駅南口
左回り　ハローワーク・斎苑・柳ヶ瀬経由ＪＲ岐阜駅南口,en,Counter Clock Wise HelloWork/Gifushi Crematorium/Yanagase/JR Gifu Sta.-south entrance
左回り　マーサ南口,ja,左回り　マーサ南口
左回り　マーサ南口,en,Counter Clock Wise
左回り　メガドンキ前・オーキッドパーク経由市民病院北口,ja,左回り　メガドンキ前・オーキッドパーク経由市民病院北口
左回り　メガドンキ前・オーキッドパーク経由市民病院北口,en,Counter Clock Wise MEGA Don Quijote/Orchidpark/Gifu Municipal Hospital
左回り　市民病院北口,ja,左回り　市民病院北口
左回り　市民病院北口,en,Counter Clock Wise Gifu Municipal Hospital
左回り　手力公民館経由イオン各務原,ja,左回り　手力公民館経由イオン各務原
左回り　手力公民館経由イオン各務原,en,Counter Clock Wise Tejikara Kominkan/AEON Kakamigaharaten
左回り　斎苑・柳ヶ瀬経由ＪＲ岐阜駅南口,ja,左回り　斎苑・柳ヶ瀬経由ＪＲ岐阜駅南口
左回り　斎苑・柳ヶ瀬経由ＪＲ岐阜駅南口,en,Counter Clock Wise Gifushi Crematorium/Yanagase/JR Gifu Sta.-south entrance
左回り　柳ヶ瀬経由ＪＲ岐阜駅南口,ja,左回り　柳ヶ瀬経由ＪＲ岐阜駅南口
左回り　柳ヶ瀬経由ＪＲ岐阜駅南口,en,Counter Clock Wise Yanagase/JR Gifu Sta.-south entrance
左回り　椿洞経由マーサ南口,ja,左回り　椿洞経由マーサ南口
左回り　椿洞経由マーサ南口,en,Counter Clock Wise Tsubakibora/MASA-south entrance
左回り　県図書館・メガドンキ前・オーキッドパーク経由市民病院北口,ja,左回り　県図書館・メガドンキ前・オーキッドパーク経由市民病院北口
左回り　県図書館・メガドンキ前・オーキッドパーク経由市民病院北口,en,Counter Clock Wise Gifu Prefectural Library/MEGA Don Quijote/Orchidpark/Gifu Municipal Hospital
左回り　県総合医療センター,ja,左回り　県総合医療センター
左回り　県総合医療センター,en,Counter Clock Wise Gifu Prefectural General Medical Center
左回り　細畑中・手力公民館経由イオン各務原,ja,左回り　細畑中・手力公民館経由イオン各務原
左回り　細畑中・手力公民館経由イオン各務原,en,Counter Clock Wise Hosobatanaka/Tejikara Kominkan/AEON Kakamigaharaten
左回り　赤ルート（岩野田）　サンマート・三田洞神仏温泉経由バロー粟野店,ja,左回り　赤ルート（岩野田）　サンマート・三田洞神仏温泉経由バロー粟野店
左回り　赤ルート（岩野田）　サンマート・三田洞神仏温泉経由バロー粟野店,en,Counter Clock Wise/Red route(Iwanoda) Sunmart/Mitahora Shimbutsu Onsen/Valor Awanoten
左回り　赤ルート（岩野田）　バロー粟野店,ja,左回り　赤ルート（岩野田）　バロー粟野店
左回り　赤ルート（岩野田）　バロー粟野店,en,Counter Clock Wise/Red route(Iwanoda) Valor Awanoten
左回り　赤ルート（岩野田）　三田洞神仏温泉経由バロー粟野店,ja,左回り　赤ルート（岩野田）　三田洞神仏温泉経由バロー粟野店
左回り　赤ルート（岩野田）　三田洞神仏温泉経由バロー粟野店,en,Counter Clock Wise/Red route(Iwanoda) Mitahora Shimbutsu Onsen/Valor Awanoten
左回り　長森駅経由県総合医療センター,ja,左回り　長森駅経由県総合医療センター
左回り　長森駅経由県総合医療センター,en,Counter Clock Wise Nagamori Sta./Gifu Prefectural General Medical Center
左回り　青ルート（岩野田北）　バロー粟野店,ja,左回り　青ルート（岩野田北）　バロー粟野店
左回り　青ルート（岩野田北）　バロー粟野店,en,Counter Clock Wise/Blue route(Iwanoda-kita) Valor Awanoten
左回り　青ルート（岩野田北）　岐北厚生病院経由バロー粟野店,ja,左回り　青ルート（岩野田北）　岐北厚生病院経由バロー粟野店
左回り　青ルート（岩野田北）　岐北厚生病院経由バロー粟野店,en,Counter Clock Wise/Blue route(Iwanoda-kita) Gihoku Kosei Hospital/Valor Awanoten
左回り　高田橋・長森駅経由県総合医療センター,ja,左回り　高田橋・長森駅経由県総合医療センター
左回り　高田橋・長森駅経由県総合医療センター,en,Counter Clock Wise Takadabashi/Nagamori Sta./Gifu Prefectural General Medical Center
左回り　黒野こども園西,ja,左回り　黒野こども園西
左回り　黒野こども園西,en,Counter Clock Wise Kurono Kindergarten
左回り　黒野会館経由黒野こども園西,ja,左回り　黒野会館経由黒野こども園西
左回り　黒野会館経由黒野こども園西,en,Counter Clock Wise Kurono Kaikan/Kurono Kindergarten
左回り　黒野会館経由黒野病院前,ja,左回り　黒野会館経由黒野病院前
左回り　黒野会館経由黒野病院前,en,Counter Clock Wise Kurono Kaikan/Kurono Hospital
左回り　黒野病院前,ja,左回り　黒野病院前
左回り　黒野病院前,en,Counter Clock Wise Kurono Hospital
市民病院経由西岐阜駅南口,ja,市民病院経由西岐阜駅南口
市民病院経由西岐阜駅南口,en,Gifu Municipal Hospital/JR Nishigifu Sta.-south entrance
平和堂経由バロー北一色店,ja,平和堂経由バロー北一色店
平和堂経由バロー北一色店,en,HEIWADO/Valor Kitaisshikiten
忠節・トミダヤ島店経由マーサ南口,ja,忠節・トミダヤ島店経由マーサ南口
忠節・トミダヤ島店経由マーサ南口,en,Chusetsu/Tomidaya Shimaten/MASA-south entrance
忠節・岐阜赤十字病院経由マーサ南口,ja,忠節・岐阜赤十字病院経由マーサ南口
忠節・岐阜赤十字病院経由マーサ南口,en,Chusetsu/Gifu Sekijuji Hospital/MASA-south entrance
東回り　ＪＲ岐阜駅南口,ja,東回り　ＪＲ岐阜駅南口
東回り　ＪＲ岐阜駅南口,en,Clock Wise JR Gifu Sta.-south entrance
東回り　メガドンキ前経由ＪＲ岐阜駅南口,ja,東回り　メガドンキ前経由ＪＲ岐阜駅南口
東回り　メガドンキ前経由ＪＲ岐阜駅南口,en,Clock Wise MEGA Don Quijote/JR Gifu Sta.-south entrance
東回り　加納高校・メガドンキ前経由ＪＲ岐阜駅南口,ja,東回り　加納高校・メガドンキ前経由ＪＲ岐阜駅南口
東回り　加納高校・メガドンキ前経由ＪＲ岐阜駅南口,en,Clock Wise Kano High School/MEGA Don Quijote/JR Gifu Sta.-south entrance
東回り　加納高校・メガドンキ前経由ＪＲ岐阜駅南口（南部コミセンには行きません）,ja,東回り　加納高校・メガドンキ前経由ＪＲ岐阜駅南口（南部コミセンには行きません）
東回り　加納高校・メガドンキ前経由ＪＲ岐阜駅南口（南部コミセンには行きません）,en,Clock Wise Kano High School/MEGA Don Quijote/JR Gifu Sta.-south entrance(Don't go to Nambu Community Center)
東回り　南部コミセン・加納高校・メガドンキ前経由ＪＲ岐阜駅南口,ja,東回り　南部コミセン・加納高校・メガドンキ前経由ＪＲ岐阜駅南口
東回り　南部コミセン・加納高校・メガドンキ前経由ＪＲ岐阜駅南口,en,Clock Wise Nambu Komisen/Kano High School/MEGA Don Quijote/JR Gifu Sta.-south entrance
東部コミセン経由バロー岩田店,ja,東部コミセン経由バロー岩田店
東部コミセン経由バロー岩田店,en,Tobu Community Center/Valor Iwataten
森田整形外科経由バロー芥見店,ja,森田整形外科経由バロー芥見店
森田整形外科経由バロー芥見店,en,Morita Seikeigeka/Valor Akutamiten
河村病院経由バロー岩田店（バロー芥見店には行きません）,ja,河村病院経由バロー岩田店（バロー芥見店には行きません）
河村病院経由バロー岩田店（バロー芥見店には行きません）,en,Kawamura Hospital/Valor Iwataten(Don't go to Valor Akutamiten)
河村病院経由バロー岩田店・バロー芥見店,ja,河村病院経由バロー岩田店・バロー芥見店
河村病院経由バロー岩田店・バロー芥見店,en,Kawamura Hospital/Valor Iwataten/Valor Akutamiten
県庁・県民ふれあい会館前経由西岐阜駅南口,ja,県庁・県民ふれあい会館前経由西岐阜駅南口
県庁・県民ふれあい会館前経由西岐阜駅南口,en,Gifu Prefectural Office/Gifu Fureai Plaza/JR Nishigifu Sta.-south entrance
県民ふれあい会館前経由西岐阜駅南口,ja,県民ふれあい会館前経由西岐阜駅南口
県民ふれあい会館前経由西岐阜駅南口,en,Gifu Fureai Plaza/JR Nishigifu Sta.-south entrance
県総合医療センター経由平和堂,ja,県総合医療センター経由平和堂
県総合医療センター経由平和堂,en,Ken Sogo Iryo Center(Gifu Prefectural General Medical Center)/HEIWADO
西回り　ＪＲ岐阜駅南口,ja,西回り　ＪＲ岐阜駅南口
西回り　ＪＲ岐阜駅南口,en,Counter Clock Wise JR Gifu Sta.-south entrance
西回り　メガドンキ前・加納高校・南部コミセン経由ＪＲ岐阜駅南口,ja,西回り　メガドンキ前・加納高校・南部コミセン経由ＪＲ岐阜駅南口
西回り　メガドンキ前・加納高校・南部コミセン経由ＪＲ岐阜駅南口,en,Counter Clock Wise MEGA Don Quijote/Kano High School/Nambu Komisen/JR Gifu Sta.-south entrance
西回り　加納高校・南部コミセン経由ＪＲ岐阜駅南口,ja,西回り　加納高校・南部コミセン経由ＪＲ岐阜駅南口
西回り　加納高校・南部コミセン経由ＪＲ岐阜駅南口,en,Counter Clock Wise Kano High School/Nambu Komisen/JR Gifu Sta.-south entrance
西回り　南部コミセン経由ＪＲ岐阜駅南口,ja,西回り　南部コミセン経由ＪＲ岐阜駅南口
西回り　南部コミセン経由ＪＲ岐阜駅南口,en,Counter Clock Wise Nambu Komisen/JR Gifu Sta.-south entrance
諏訪山口・河村病院経由バロー岩田店（バロー芥見店には行きません）,ja,諏訪山口・河村病院経由バロー岩田店（バロー芥見店には行きません）
諏訪山口・河村病院経由バロー岩田店（バロー芥見店には行きません）,en,Suwayama-guchi/Kawamura Hospital/Valor Iwataten(Don't go to Valor Akutamiten)
諏訪山口・河村病院経由バロー岩田店・バロー芥見店,ja,諏訪山口・河村病院経由バロー岩田店・バロー芥見店
諏訪山口・河村病院経由バロー岩田店・バロー芥見店,en,Suwayama-guchi/Kawamura Hospital/Valor Iwataten/Valor Akutamiten
赤ルート　ＪＲ岐阜駅南口,ja,赤ルート　ＪＲ岐阜駅南口
赤ルート　ＪＲ岐阜駅南口,en,Red route JR Gifu Sta.-south entrance
赤ルート　ＪＲ岐阜駅南口経由バロー茜部本郷店,ja,赤ルート　ＪＲ岐阜駅南口経由バロー茜部本郷店
赤ルート　ＪＲ岐阜駅南口経由バロー茜部本郷店,en,Red route/Clock Wise JR Gifu Sta.-south entrance/Valor Aakanabehongoten
赤ルート　カラフルタウン経由名鉄柳津駅,ja,赤ルート　カラフルタウン経由名鉄柳津駅
赤ルート　カラフルタウン経由名鉄柳津駅,en,Red route COLORFUL TOWN/YANAIZU Sta.
赤ルート　サンマート経由バロー長良店,ja,赤ルート　サンマート経由バロー長良店
赤ルート　サンマート経由バロー長良店,en,Red route Sunmart/Valor Nagaraten
赤ルート　バロー茜部本郷店,ja,赤ルート　バロー茜部本郷店
赤ルート　バロー茜部本郷店,en,Red route/Clock Wise Valor Aakanabehongoten
赤ルート　もえぎの里・岐阜聖徳学園大学・カラフルタウン経由名鉄柳津駅,ja,赤ルート　もえぎの里・岐阜聖徳学園大学・カラフルタウン経由名鉄柳津駅
赤ルート　もえぎの里・岐阜聖徳学園大学・カラフルタウン経由名鉄柳津駅,en,Red route Moeginosato/Gifushotokugakuen Univ./COLORFUL TOWN/YANAIZU Sta.
赤ルート　名鉄柳津駅,ja,赤ルート　名鉄柳津駅
赤ルート　名鉄柳津駅,en,Red route YANAIZU Sta.
赤ルート　岐阜聖徳学園大学・カラフルタウン経由名鉄柳津駅,ja,赤ルート　岐阜聖徳学園大学・カラフルタウン経由名鉄柳津駅
赤ルート　岐阜聖徳学園大学・カラフルタウン経由名鉄柳津駅,en,Red route Gifushotokugakuen Univ./COLORFUL TOWN/YANAIZU Sta.
青ルート　ＪＲ岐阜駅南口経由バロー茜部本郷店,ja,青ルート　ＪＲ岐阜駅南口経由バロー茜部本郷店
青ルート　ＪＲ岐阜駅南口経由バロー茜部本郷店,en,Blue route/Counter Clock Wise JR Gifu Sta.-south entrance/Valor Aakanabehongoten
青ルート イオン柳津店・笠松病院経由名鉄柳津駅,ja,青ルート イオン柳津店・笠松病院経由名鉄柳津駅
青ルート イオン柳津店・笠松病院経由名鉄柳津駅,en,Blue route AEON Yanaizuten/Kasamatsu Hospital/YANAIZU Sta.
青ルート イオン柳津店経由名鉄柳津駅,ja,青ルート イオン柳津店経由名鉄柳津駅
青ルート イオン柳津店経由名鉄柳津駅,en,Blue route AEON Yanaizuten/YANAIZU Sta.
青ルート　バロー茜部本郷店,ja,青ルート　バロー茜部本郷店
青ルート　バロー茜部本郷店,en,Blue route Valor Aakanabehongoten
青ルート　バロー長良店,ja,青ルート　バロー長良店
青ルート　バロー長良店,en,Blue route Valor Nagaraten
青ルート もえぎの里・イオン柳津店経由名鉄柳津駅,ja,青ルート もえぎの里・イオン柳津店経由名鉄柳津駅
青ルート もえぎの里・イオン柳津店経由名鉄柳津駅,en,Blue route Moeginosato/AEON Yanaizuten/YANAIZU Sta.
青ルート　中川原経由バロー長良店,ja,青ルート　中川原経由バロー長良店
青ルート　中川原経由バロー長良店,en,Blue route Nakagawara/Valor Nagaraten
青ルート 名鉄柳津駅,ja,青ルート 名鉄柳津駅
青ルート 名鉄柳津駅,en,Blue route YANAIZU Sta.
青ルート 松波総合病院・イオン柳津店・笠松病院経由名鉄柳津駅,ja,青ルート 松波総合病院・イオン柳津店・笠松病院経由名鉄柳津駅
青ルート 松波総合病院・イオン柳津店・笠松病院経由名鉄柳津駅,en,Blue route Matsunami General Hospital/AEON Yanaizuten/Kasamatsu Hospital/YANAIZU Sta.
３７３バス,ja,３７３バス
３７３バス,en,Minami Bus
eバス,ja,eバス
eバス,en,e Bus
あいあいバス,ja,あいあいバス
あいあいバス,en,Aiai Bus
ぐるっとバス,ja,ぐるっとバス
ぐるっとバス,en,Gurutto Bus
さんさんバス,ja,さんさんバス
さんさんバス,en,Sansan Bus
すまいるバス,ja,すまいるバス
すまいるバス,en,Sumairu Bus
ながらうかいバス,ja,ながらうかいバス
ながらうかいバス,en,Nagaraukai Bus
にっこりバス,ja,にっこりバス
にっこりバス,en,Nikkori Bus
ひのっこバス,ja,ひのっこバス
ひのっこバス,en,Hinokko Bus
ほっとバス,ja,ほっとバス
ほっとバス,en,Hotto Bus
みどりっこバス,ja,みどりっこバス
みどりっこバス,en,Midorikko Bus
みわっこバス,ja,みわっこバス
みわっこバス,en,Miwakko Bus
七郷・木田バス,ja,七郷・木田バス
七郷・木田バス,en,Nanasato Kida Bus
加納めぐりバス,ja,加納めぐりバス
加納めぐりバス,en,Kanou Meguri Bus
厚見・茜部ぐるりふれあいバス,ja,厚見・茜部ぐるりふれあいバス
厚見・茜部ぐるりふれあいバス,en,Atsumi Akanabe Gururi Fureai Bus
境川らくちゃんバス,ja,境川らくちゃんバス
境川らくちゃんバス,en,Sakaigawa Rakucyan Bus
芥見岩っこバス,ja,芥見岩っこバス
芥見岩っこバス,en,Akutamiiwakko Bus
西ぎふ・くるくるバス,ja,西ぎふ・くるくるバス
西ぎふ・くるくるバス,en,Nishigifu Kurukuru Bus
長森ふれあいバス,ja,長森ふれあいバス
長森ふれあいバス,en,Nagamori Fureai Bus
